type,nsamples,acc_suc,acc,tpr,fpr,tp,ap,fb,an,tprs,fprs,auc
all,5764,0.7126995142262318,0.9990458015267175,1.0,0.0019083969465648854,5764,5764,11,5764,"[0.0, 0.0, 0.00017349063150589867, 0.00017349063150589867, 0.00034698126301179735, 0.00034698126301179735, 0.000520471894517696, 0.000520471894517696, 0.0006939625260235947, 0.0006939625260235947, 0.0008674531575294934, 0.0008674531575294934, 0.001040943789035392, 0.001040943789035392, 0.0012144344205412907, 0.0012144344205412907, 0.0013879250520471894, 0.0013879250520471894, 0.001561415683553088, 0.001561415683553088, 0.0017349063150589867, 0.0017349063150589867, 0.0019083969465648854, 0.0019083969465648854, 0.002081887578070784, 0.002081887578070784, 0.002255378209576683, 0.002255378209576683, 0.0024288688410825814, 0.0024288688410825814, 0.0026023594725884803, 0.0026023594725884803, 0.002775850104094379, 0.002775850104094379, 0.0029493407356002777, 0.0029493407356002777, 0.003122831367106176, 0.003122831367106176, 0.003296321998612075, 0.003296321998612075, 0.0034698126301179735, 0.0034698126301179735, 0.0036433032616238724, 0.0036433032616238724, 0.003816793893129771, 0.003816793893129771, 0.003990284524635669, 0.003990284524635669, 0.004163775156141568, 0.004163775156141568, 0.004337265787647467, 0.004337265787647467, 0.004510756419153366, 0.004510756419153366, 0.004684247050659264, 0.004684247050659264, 0.004857737682165163, 0.004857737682165163, 0.005204718945176961, 0.005204718945176961, 0.005378209576682859, 0.005378209576682859, 0.005551700208188758, 0.005551700208188758, 0.0057251908396946565, 0.0057251908396946565, 0.005898681471200555, 0.005898681471200555, 0.006072172102706454, 0.006072172102706454, 0.006245662734212352, 0.006245662734212352, 0.006419153365718251, 0.006419153365718251, 0.00659264399722415, 0.00659264399722415, 0.006939625260235947, 0.006939625260235947, 0.007113115891741846, 0.007113115891741846, 0.007286606523247745, 0.007286606523247745, 0.007460097154753644, 0.007460097154753644, 0.007633587786259542, 0.007633587786259542, 0.007807078417765441, 0.007807078417765441, 0.007980569049271339, 0.007980569049271339, 0.008154059680777238, 0.008154059680777238, 0.008327550312283136, 0.008327550312283136, 0.008501040943789036, 0.008501040943789036, 0.008848022206800832, 0.008848022206800832, 0.009021512838306732, 0.009021512838306732, 0.00919500346981263, 0.00919500346981263, 0.009368494101318528, 0.009368494101318528, 0.009541984732824428, 0.009541984732824428, 0.009715475364330326, 0.009715475364330326, 0.009888965995836226, 0.009888965995836226, 0.010062456627342124, 0.010062456627342124, 0.010235947258848022, 0.010235947258848022, 0.010409437890353921, 0.010409437890353921, 0.01058292852185982, 0.01058292852185982, 0.010756419153365717, 0.010756419153365717, 0.010929909784871617, 0.010929909784871617, 0.011103400416377515, 0.011103400416377515, 0.011276891047883415, 0.011276891047883415, 0.011450381679389313, 0.011450381679389313, 0.011623872310895211, 0.011623872310895211, 0.01179736294240111, 0.01179736294240111, 0.011970853573907009, 0.011970853573907009, 0.012144344205412909, 0.012144344205412909, 0.012317834836918807, 0.012317834836918807, 0.012491325468424705, 0.012491325468424705, 0.012664816099930604, 0.012664816099930604, 0.012838306731436502, 0.012838306731436502, 0.0130117973629424, 0.0130117973629424, 0.0131852879944483, 0.0131852879944483, 0.013358778625954198, 0.013358778625954198, 0.013532269257460098, 0.013532269257460098, 0.013705759888965996, 0.013705759888965996, 0.014052741151977794, 0.014052741151977794, 0.014226231783483692, 0.014226231783483692, 0.01439972241498959, 0.01439972241498959, 0.01457321304649549, 0.01457321304649549, 0.014746703678001388, 0.014746703678001388, 0.014920194309507287, 0.014920194309507287, 0.015093684941013185, 0.015093684941013185, 0.015267175572519083, 0.015267175572519083, 0.015440666204024983, 0.015440666204024983, 0.015614156835530881, 0.015614156835530881, 0.01578764746703678, 0.01578764746703678, 0.015961138098542677, 0.015961138098542677, 0.01613462873004858, 0.01613462873004858, 0.016308119361554477, 0.016308119361554477, 0.016481609993060375, 0.016481609993060375, 0.016655100624566273, 0.016655100624566273, 0.01682859125607217, 0.01682859125607217, 0.017002081887578072, 0.017002081887578072, 0.01717557251908397, 0.01717557251908397, 0.01734906315058987, 0.01734906315058987, 0.017522553782095766, 0.017522553782095766, 0.017696044413601664, 0.017696044413601664, 0.017869535045107566, 0.017869535045107566, 0.018043025676613464, 0.018043025676613464, 0.018216516308119362, 0.018216516308119362, 0.01839000693962526, 0.01839000693962526, 0.018563497571131158, 0.018563497571131158, 0.018736988202637056, 0.018736988202637056, 0.018910478834142957, 0.018910478834142957, 0.019083969465648856, 0.019083969465648856, 0.019257460097154754, 0.019257460097154754, 0.01943095072866065, 0.01943095072866065, 0.01943095072866065, 0.01943095072866065, 0.01960444136016655, 0.01960444136016655, 0.01977793199167245, 0.01977793199167245, 0.01995142262317835, 0.01995142262317835, 0.020124913254684247, 0.020124913254684247, 0.020124913254684247, 0.020124913254684247, 0.020298403886190145, 0.020298403886190145, 0.020471894517696043, 0.020471894517696043, 0.020645385149201945, 0.020645385149201945, 0.020818875780707843, 0.020818875780707843, 0.02099236641221374, 0.02099236641221374, 0.02116585704371964, 0.02116585704371964, 0.021512838306731435, 0.021512838306731435, 0.021686328938237336, 0.021686328938237336, 0.021859819569743234, 0.021859819569743234, 0.022033310201249132, 0.022033310201249132, 0.02220680083275503, 0.02220680083275503, 0.02238029146426093, 0.02238029146426093, 0.02255378209576683, 0.02255378209576683, 0.02255378209576683, 0.02255378209576683, 0.022727272727272728, 0.022727272727272728, 0.022900763358778626, 0.022900763358778626, 0.023074253990284524, 0.023074253990284524, 0.023247744621790422, 0.023247744621790422, 0.023421235253296323, 0.023421235253296323, 0.02359472588480222, 0.02359472588480222, 0.02376821651630812, 0.02376821651630812, 0.023941707147814018, 0.023941707147814018, 0.024115197779319916, 0.024115197779319916, 0.024288688410825817, 0.024288688410825817, 0.024462179042331715, 0.024462179042331715, 0.024635669673837613, 0.024635669673837613, 0.02480916030534351, 0.02480916030534351, 0.02532963219986121, 0.02532963219986121, 0.025503122831367107, 0.025503122831367107, 0.025676613462873005, 0.025676613462873005, 0.025850104094378903, 0.025850104094378903, 0.0260235947258848, 0.0260235947258848, 0.026197085357390702, 0.026197085357390702, 0.0265440666204025, 0.0265440666204025, 0.026717557251908396, 0.026717557251908396, 0.026891047883414294, 0.026891047883414294, 0.027238029146426094, 0.027238029146426094, 0.027411519777931992, 0.027411519777931992, 0.02758501040943789, 0.02758501040943789, 0.027758501040943788, 0.027758501040943788, 0.02793199167244969, 0.02793199167244969, 0.028105482303955587, 0.028105482303955587, 0.028278972935461485, 0.028278972935461485, 0.028452463566967384, 0.028452463566967384, 0.02862595419847328, 0.02862595419847328, 0.02879944482997918, 0.02879944482997918, 0.02897293546148508, 0.02897293546148508, 0.02914642609299098, 0.02914642609299098, 0.029319916724496877, 0.029319916724496877, 0.029493407356002775, 0.029493407356002775, 0.029666897987508673, 0.029666897987508673, 0.029840388619014575, 0.029840388619014575, 0.030013879250520473, 0.030013879250520473, 0.03018736988202637, 0.03018736988202637, 0.03036086051353227, 0.03036086051353227, 0.030534351145038167, 0.030534351145038167, 0.030707841776544068, 0.030707841776544068, 0.031054823039555864, 0.031054823039555864, 0.031228313671061762, 0.031228313671061762, 0.031401804302567664, 0.031401804302567664, 0.03157529493407356, 0.03157529493407356, 0.03174878556557946, 0.03174878556557946, 0.031922276197085354, 0.031922276197085354, 0.032095766828591256, 0.032095766828591256, 0.03261623872310895, 0.03261623872310895, 0.03278972935461485, 0.03278972935461485, 0.03313671061762665, 0.03313671061762665, 0.03348369188063845, 0.03348369188063845, 0.03365718251214434, 0.03365718251214434, 0.03383067314365024, 0.03383067314365024, 0.034004163775156145, 0.034004163775156145, 0.03417765440666204, 0.03417765440666204, 0.034524635669673835, 0.034524635669673835, 0.03469812630117974, 0.03469812630117974, 0.03487161693268564, 0.03487161693268564, 0.03504510756419153, 0.03504510756419153, 0.03539208882720333, 0.03539208882720333, 0.03556557945870923, 0.03556557945870923, 0.03573907009021513, 0.03573907009021513, 0.035912560721721026, 0.035912560721721026, 0.03608605135322693, 0.03608605135322693, 0.03625954198473282, 0.03625954198473282, 0.036433032616238724, 0.036433032616238724, 0.03678001387925052, 0.03678001387925052, 0.03695350451075642, 0.03695350451075642, 0.03730048577376822, 0.03730048577376822, 0.03747397640527411, 0.03747397640527411, 0.037820957668285915, 0.037820957668285915, 0.03799444829979181, 0.03799444829979181, 0.03816793893129771, 0.03816793893129771, 0.03851492019430951, 0.03851492019430951, 0.03868841082581541, 0.03868841082581541, 0.0392088827203331, 0.0392088827203331, 0.039382373351839, 0.039382373351839, 0.0395558639833449, 0.0395558639833449, 0.0397293546148508, 0.0397293546148508, 0.04007633587786259, 0.04007633587786259, 0.040249826509368494, 0.040249826509368494, 0.040423317140874396, 0.040423317140874396, 0.04077029840388619, 0.04077029840388619, 0.040943789035392086, 0.040943789035392086, 0.041637751561415685, 0.041637751561415685, 0.04198473282442748, 0.04198473282442748, 0.04215822345593338, 0.04215822345593338, 0.04233171408743928, 0.04233171408743928, 0.042852185981956975, 0.042852185981956975, 0.04389312977099236, 0.04389312977099236, 0.044066620402498265, 0.044066620402498265, 0.04476058292852186, 0.04476058292852186, 0.04493407356002776, 0.04493407356002776, 0.04510756419153366, 0.04510756419153366, 0.046495489243580844, 0.046495489243580844, 0.046668979875086745, 0.046668979875086745, 0.04736294240111034, 0.04736294240111034, 0.047883414295628035, 0.047883414295628035, 0.04805690492713394, 0.04805690492713394, 0.049271339347675226, 0.049271339347675226, 0.052914642609299095, 0.052914642609299095, 0.054302567661346286, 0.054302567661346286, 0.056731436502428866, 0.056731436502428866, 0.06679389312977099, 0.06679389312977099, 0.6452116585704372, 0.645558639833449, 1.0]","[0.0, 0.00017349063150589867, 0.00017349063150589867, 0.010235947258848022, 0.010235947258848022, 0.011103400416377515, 0.011103400416377515, 0.011623872310895211, 0.011623872310895211, 0.012491325468424705, 0.012491325468424705, 0.012838306731436502, 0.012838306731436502, 0.013358778625954198, 0.013358778625954198, 0.014226231783483692, 0.014226231783483692, 0.017696044413601664, 0.017696044413601664, 0.018736988202637056, 0.018736988202637056, 0.0265440666204025, 0.0265440666204025, 0.03036086051353227, 0.03036086051353227, 0.030534351145038167, 0.030534351145038167, 0.03278972935461485, 0.03278972935461485, 0.03487161693268564, 0.03487161693268564, 0.0395558639833449, 0.0395558639833449, 0.04059680777238029, 0.04059680777238029, 0.04319916724496877, 0.04319916724496877, 0.044066620402498265, 0.044066620402498265, 0.04562803608605135, 0.04562803608605135, 0.049097848716169325, 0.049097848716169325, 0.05083275503122831, 0.05083275503122831, 0.0525676613462873, 0.0525676613462873, 0.057425399028452465, 0.057425399028452465, 0.06401804302567661, 0.06401804302567661, 0.07529493407356003, 0.07529493407356003, 0.07616238723108952, 0.07616238723108952, 0.09541984732824428, 0.09541984732824428, 0.09698126301179737, 0.09698126301179737, 0.10357390700902151, 0.10357390700902151, 0.10461485079805691, 0.10461485079805691, 0.11276891047883414, 0.11276891047883414, 0.11363636363636363, 0.11363636363636363, 0.12196391394864678, 0.12196391394864678, 0.12491325468424705, 0.12491325468424705, 0.12890353920888273, 0.12890353920888273, 0.14122137404580154, 0.14122137404580154, 0.16082581540596808, 0.16082581540596808, 0.1689798750867453, 0.1689798750867453, 0.18823733518390007, 0.18823733518390007, 0.19361554476058293, 0.19361554476058293, 0.1963913948646773, 0.1963913948646773, 0.2104441360166551, 0.2104441360166551, 0.21426092990978488, 0.21426092990978488, 0.23317140874392783, 0.23317140874392783, 0.23716169326856348, 0.23716169326856348, 0.253469812630118, 0.253469812630118, 0.26127689104788343, 0.26127689104788343, 0.26578764746703676, 0.26578764746703676, 0.291117279666898, 0.291117279666898, 0.29788341429562804, 0.29788341429562804, 0.3199167244968772, 0.3199167244968772, 0.32529493407356, 0.32529493407356, 0.33414295628036084, 0.33414295628036084, 0.3546148507980569, 0.3546148507980569, 0.36467730742539906, 0.36467730742539906, 0.3712699514226232, 0.3712699514226232, 0.37179042331714085, 0.37179042331714085, 0.3974670367800139, 0.3974670367800139, 0.4059680777238029, 0.4059680777238029, 0.42730742539902844, 0.42730742539902844, 0.4335530881332408, 0.4335530881332408, 0.43841082581540597, 0.43841082581540597, 0.44691186675919503, 0.44691186675919503, 0.4713740458015267, 0.4713740458015267, 0.4720680083275503, 0.4720680083275503, 0.48386537126995144, 0.48386537126995144, 0.48802914642609296, 0.48802914642609296, 0.5088480222068008, 0.5088480222068008, 0.520471894517696, 0.520471894517696, 0.5293199167244969, 0.5293199167244969, 0.5315752949340735, 0.5315752949340735, 0.5324427480916031, 0.5324427480916031, 0.5388619014573213, 0.5388619014573213, 0.5539555863983345, 0.5539555863983345, 0.5581193615544761, 0.5581193615544761, 0.5645385149201944, 0.5645385149201944, 0.5733865371269952, 0.5733865371269952, 0.592470506592644, 0.592470506592644, 0.6150242886884109, 0.6150242886884109, 0.6339347675225537, 0.6339347675225537, 0.6530187369882027, 0.6530187369882027, 0.6606523247744622, 0.6606523247744622, 0.6689798750867453, 0.6689798750867453, 0.669500346981263, 0.669500346981263, 0.6726231783483692, 0.6726231783483692, 0.6783483691880638, 0.6783483691880638, 0.6811242192921583, 0.6811242192921583, 0.6932685634975712, 0.6932685634975712, 0.6948299791811242, 0.6948299791811242, 0.7026370575988896, 0.7026370575988896, 0.703678001387925, 0.703678001387925, 0.7234559333795975, 0.7234559333795975, 0.7314365024288688, 0.7314365024288688, 0.7435808466342817, 0.7435808466342817, 0.7545107564191533, 0.7545107564191533, 0.7552047189451769, 0.7552047189451769, 0.7617973629424011, 0.7617973629424011, 0.7657876474670368, 0.7657876474670368, 0.7668285912560722, 0.7668285912560722, 0.779146426092991, 0.779146426092991, 0.7840041637751561, 0.7840041637751561, 0.785912560721721, 0.785912560721721, 0.7864330326162388, 0.7864330326162388, 0.7886884108258154, 0.7886884108258154, 0.796321998612075, 0.796321998612075, 0.7977099236641222, 0.7977099236641222, 0.8008327550312283, 0.8008327550312283, 0.806384455239417, 0.8067314365024288, 0.8079458709229702, 0.8079458709229702, 0.8183553088133241, 0.8183553088133241, 0.8216516308119362, 0.8216516308119362, 0.8272033310201249, 0.8272033310201249, 0.8280707841776545, 0.8284177654406663, 0.8311936155447606, 0.8311936155447606, 0.832234559333796, 0.832234559333796, 0.8324080499653018, 0.8324080499653018, 0.8325815405968078, 0.8325815405968078, 0.8334489937543372, 0.8334489937543372, 0.8341429562803608, 0.8341429562803608, 0.8370922970159611, 0.8370922970159611, 0.8436849410131853, 0.8436849410131853, 0.8448993754337266, 0.8448993754337266, 0.8455933379597502, 0.8455933379597502, 0.851145038167939, 0.851145038167939, 0.8617279666897988, 0.8617279666897988, 0.8645038167938931, 0.8645038167938931, 0.8693615544760583, 0.8697085357390701, 0.869882026370576, 0.869882026370576, 0.8717904233171409, 0.8717904233171409, 0.8730048577376822, 0.8730048577376822, 0.8733518390006939, 0.8733518390006939, 0.8761276891047883, 0.8761276891047883, 0.8797709923664122, 0.8797709923664122, 0.8922623178348369, 0.8922623178348369, 0.8929562803608605, 0.8929562803608605, 0.8952116585704372, 0.8952116585704372, 0.9028452463566967, 0.9028452463566967, 0.9030187369882027, 0.9030187369882027, 0.9064885496183206, 0.9064885496183206, 0.9077029840388618, 0.9077029840388618, 0.9083969465648855, 0.9083969465648855, 0.9094378903539209, 0.9094378903539209, 0.9099583622484386, 0.9099583622484386, 0.9130811936155447, 0.9130811936155447, 0.9141221374045801, 0.9141221374045801, 0.9155100624566274, 0.9155100624566274, 0.917765440666204, 0.917765440666204, 0.919500346981263, 0.919500346981263, 0.9210617626648161, 0.9210617626648161, 0.9276544066620402, 0.9276544066620402, 0.9333795975017349, 0.9333795975017349, 0.9371963913948647, 0.9371963913948647, 0.9377168632893824, 0.9377168632893824, 0.9382373351839001, 0.9382373351839001, 0.9384108258154059, 0.9384108258154059, 0.9399722414989591, 0.9399722414989591, 0.9437890353920888, 0.9437890353920888, 0.9462179042331714, 0.9462179042331714, 0.9477793199167245, 0.9477793199167245, 0.9479528105482304, 0.9479528105482304, 0.9507286606523248, 0.9507286606523248, 0.9533310201249132, 0.9533310201249132, 0.9545454545454546, 0.9545454545454546, 0.9552394170714782, 0.9552394170714782, 0.9581887578070785, 0.9581887578070785, 0.9594031922276197, 0.9594031922276197, 0.9614850798056905, 0.9614850798056905, 0.9620055517002082, 0.9620055517002082, 0.9644344205412908, 0.9644344205412908, 0.9651283830673144, 0.9651283830673144, 0.9672102706453851, 0.9672102706453851, 0.9673837612768911, 0.9673837612768911, 0.9675572519083969, 0.9675572519083969, 0.9677307425399029, 0.9677307425399029, 0.9684247050659265, 0.9684247050659265, 0.9713740458015268, 0.9713740458015268, 0.9715475364330326, 0.9715475364330326, 0.9760582928521859, 0.9760582928521859, 0.9769257460097155, 0.9769257460097155, 0.9777931991672449, 0.9777931991672449, 0.9783136710617627, 0.9783136710617627, 0.9788341429562804, 0.9788341429562804, 0.9802220680083276, 0.9802220680083276, 0.9805690492713394, 0.9805690492713394, 0.9809160305343512, 0.9809160305343512, 0.9814365024288688, 0.9814365024288688, 0.9816099930603748, 0.9816099930603748, 0.9819569743233866, 0.9819569743233866, 0.982824427480916, 0.982824427480916, 0.9840388619014573, 0.9840388619014573, 0.9850798056904927, 0.9850798056904927, 0.9852532963219987, 0.9852532963219987, 0.9859472588480223, 0.9859472588480223, 0.9861207494795281, 0.9861207494795281, 0.9864677307425399, 0.9864677307425399, 0.9869882026370576, 0.9869882026370576, 0.9871616932685635, 0.9871616932685635, 0.9873351839000694, 0.9873351839000694, 0.9876821651630812, 0.9876821651630812, 0.988029146426093, 0.988029146426093, 0.9892435808466343, 0.9892435808466343, 0.9894170714781402, 0.9894170714781402, 0.989764052741152, 0.989764052741152, 0.9904580152671756, 0.9904580152671756, 0.9906315058986814, 0.9906315058986814, 0.9908049965301874, 0.9908049965301874, 0.9911519777931992, 0.9911519777931992, 0.991498959056211, 0.991498959056211, 0.9921929215822346, 0.9921929215822346, 0.9925399028452464, 0.9925399028452464, 0.993060374739764, 0.993060374739764, 0.9934073560027759, 0.9934073560027759, 0.9935808466342817, 0.9935808466342817, 0.9946217904233171, 0.9946217904233171, 0.9947952810548231, 0.9947952810548231, 0.9951422623178349, 0.9951422623178349, 0.9956627342123525, 0.9956627342123525, 0.9958362248438585, 0.9958362248438585, 0.9961832061068703, 0.9961832061068703, 0.9965301873698821, 0.9965301873698821, 0.9967036780013879, 0.9967036780013879, 0.9968771686328938, 0.9968771686328938, 0.9970506592643997, 0.9970506592643997, 0.9972241498959056, 0.9972241498959056, 0.9980916030534351, 0.9980916030534351, 0.998265093684941, 0.998265093684941, 0.9984385843164469, 0.9984385843164469, 0.9986120749479528, 0.9986120749479528, 0.9987855655794587, 0.9987855655794587, 0.9989590562109646, 0.9989590562109646, 0.9993060374739764, 0.9993060374739764, 0.9994795281054824, 0.9994795281054824, 0.9996530187369882, 0.9996530187369882, 0.9998265093684942, 0.9998265093684942, 1.0, 1.0, 1.0, 1.0]",0.9862184809299963
success,1656,0,0.9993961352657005,1.0,0.0012077294685990338,1656,1656,2,1656,"[0.0, 0.0, 0.0, 0.0006038647342995169, 0.0006038647342995169, 0.0012077294685990338, 0.0012077294685990338, 0.0018115942028985507, 0.0018115942028985507, 0.0024154589371980675, 0.0024154589371980675, 0.0030193236714975845, 0.0030193236714975845, 0.0036231884057971015, 0.0036231884057971015, 0.004227053140096618, 0.004227053140096618, 0.004830917874396135, 0.004830917874396135, 0.005434782608695652, 0.005434782608695652, 0.006038647342995169, 0.006038647342995169, 0.006642512077294686, 0.006642512077294686, 0.007246376811594203, 0.007246376811594203, 0.00785024154589372, 0.00785024154589372, 0.008454106280193236, 0.008454106280193236, 0.009057971014492754, 0.009057971014492754, 0.00966183574879227, 0.00966183574879227, 0.010265700483091788, 0.010265700483091788, 0.010869565217391304, 0.010869565217391304, 0.011473429951690822, 0.011473429951690822, 0.012077294685990338, 0.012077294685990338, 0.012681159420289856, 0.012681159420289856, 0.013285024154589372, 0.013285024154589372, 0.013888888888888888, 0.013888888888888888, 0.014492753623188406, 0.014492753623188406, 0.015096618357487922, 0.015096618357487922, 0.01570048309178744, 0.01570048309178744, 0.016304347826086956, 0.016304347826086956, 0.016908212560386472, 0.016908212560386472, 0.017512077294685992, 0.017512077294685992, 0.018115942028985508, 0.018115942028985508, 0.018719806763285024, 0.018719806763285024, 0.01932367149758454, 0.01932367149758454, 0.019927536231884056, 0.019927536231884056, 0.020531400966183576, 0.020531400966183576, 0.021739130434782608, 0.021739130434782608, 0.022342995169082124, 0.022342995169082124, 0.022946859903381644, 0.022946859903381644, 0.02355072463768116, 0.02355072463768116, 0.024154589371980676, 0.024154589371980676, 0.025362318840579712, 0.025362318840579712, 0.025966183574879228, 0.025966183574879228, 0.026570048309178744, 0.026570048309178744, 0.02717391304347826, 0.02717391304347826, 0.028381642512077296, 0.028381642512077296, 0.028985507246376812, 0.028985507246376812, 0.029589371980676328, 0.029589371980676328, 0.030193236714975844, 0.030193236714975844, 0.030797101449275364, 0.030797101449275364, 0.03140096618357488, 0.03140096618357488, 0.0320048309178744, 0.0320048309178744, 0.03260869565217391, 0.03260869565217391, 0.033816425120772944, 0.033816425120772944, 0.035024154589371984, 0.035024154589371984, 0.03804347826086957, 0.03804347826086957, 0.0392512077294686, 0.0392512077294686, 0.03985507246376811, 0.03985507246376811, 0.042270531400966184, 0.042270531400966184, 0.042874396135265704, 0.042874396135265704, 0.05314009661835749, 0.05314009661835749, 1.0]","[0.0, 0.0006038647342995169, 0.006642512077294686, 0.006642512077294686, 0.010265700483091788, 0.010265700483091788, 0.01932367149758454, 0.01932367149758454, 0.0785024154589372, 0.0785024154589372, 0.08454106280193237, 0.08454106280193237, 0.11171497584541062, 0.11171497584541062, 0.12258454106280194, 0.12258454106280194, 0.18719806763285024, 0.18719806763285024, 0.21014492753623187, 0.21014492753623187, 0.32971014492753625, 0.32971014492753625, 0.4927536231884058, 0.4927536231884058, 0.5688405797101449, 0.5688405797101449, 0.6322463768115942, 0.6322463768115942, 0.6358695652173914, 0.6358695652173914, 0.6696859903381642, 0.6696859903381642, 0.7047101449275363, 0.7047101449275363, 0.714975845410628, 0.714975845410628, 0.7282608695652174, 0.7282608695652174, 0.75, 0.75, 0.7964975845410628, 0.7964975845410628, 0.7995169082125604, 0.7995169082125604, 0.8001207729468599, 0.8001207729468599, 0.8007246376811594, 0.8007246376811594, 0.8520531400966184, 0.8520531400966184, 0.8617149758454107, 0.8617149758454107, 0.8756038647342995, 0.8756038647342995, 0.8828502415458938, 0.8828502415458938, 0.892512077294686, 0.892512077294686, 0.9118357487922706, 0.9118357487922706, 0.927536231884058, 0.927536231884058, 0.9311594202898551, 0.9311594202898551, 0.9347826086956522, 0.9347826086956522, 0.9396135265700483, 0.9396135265700483, 0.9486714975845411, 0.9486714975845411, 0.9601449275362319, 0.9601449275362319, 0.9643719806763285, 0.9643719806763285, 0.964975845410628, 0.964975845410628, 0.9655797101449275, 0.9655797101449275, 0.9704106280193237, 0.9704106280193237, 0.9722222222222222, 0.9722222222222222, 0.9734299516908212, 0.9734299516908212, 0.9752415458937198, 0.9752415458937198, 0.9782608695652174, 0.9782608695652174, 0.980072463768116, 0.980072463768116, 0.981280193236715, 0.981280193236715, 0.982487922705314, 0.982487922705314, 0.9842995169082126, 0.9842995169082126, 0.9861111111111112, 0.9861111111111112, 0.9873188405797102, 0.9873188405797102, 0.9879227053140096, 0.9879227053140096, 0.9885265700483091, 0.9885265700483091, 0.9903381642512077, 0.9903381642512077, 0.9909420289855072, 0.9909420289855072, 0.9945652173913043, 0.9945652173913043, 0.9951690821256038, 0.9951690821256038, 0.9969806763285024, 0.9969806763285024, 0.9981884057971014, 0.9981884057971014, 0.998792270531401, 0.998792270531401, 0.9993961352657005, 0.9993961352657005, 1.0, 1.0]",0.9913238202758524
